city,district,lat,lng,category,season,hotel_budget,hotel_mid,hotel_luxury,food_budget,food_mid,food_luxury,local_transport_urban,local_transport_rural,flight_base_rate,bus_available,bus_km_rate,train_available,train_km_rate,flight_available
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,offpeak,1288,2375,4758,249,979,1701,437,0,2631,1,0.97,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,peak,2055,6281,8378,310,648,2704,509,0,4403,1,1.2,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,shoulder,1779,3749,9223,348,946,2235,524,0,3471,1,0.91,1,0.71,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,offpeak,1583,4369,8286,258,1144,1673,444,0,2529,1,1.24,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,peak,1699,4865,7783,355,808,2097,433,0,3811,1,1.15,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,shoulder,1048,3026,9387,332,796,1584,486,0,4113,1,0.97,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,offpeak,1823,5012,8393,374,1031,1500,490,0,3644,1,0.9,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,peak,2647,4065,15881,458,1268,2955,318,0,3345,1,0.95,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,shoulder,2576,5658,13337,410,928,2094,277,0,2352,1,1.07,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,offpeak,934,2546,5805,209,550,1309,425,0,3314,1,0.97,1,0.73,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,peak,1314,4831,8096,330,1275,1810,400,0,3618,1,0.96,1,0.71,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,shoulder,2186,5007,8191,278,703,2247,479,0,2929,1,1.11,1,0.71,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,offpeak,1323,4087,7561,325,1066,1686,412,0,3811,1,1.06,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,peak,1829,5987,16900,464,752,2905,413,0,4415,1,1.22,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,shoulder,2268,3560,8263,318,791,2688,360,0,4182,1,1.23,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,offpeak,1681,2945,2417,232,788,2076,397,0,1834,1,1.13,1,0.72,1
Jammu,Jammu,32.73,74.86,Tier-Y,peak,1798,5441,8339,359,1231,2220,426,0,4217,1,0.97,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,shoulder,1348,3239,10311,211,985,1884,463,0,2686,1,0.91,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,offpeak,881,2730,4844,242,627,1678,286,0,2052,1,1.15,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,peak,2195,4528,13517,350,761,1822,483,0,3912,1,1.18,1,0.73,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,shoulder,1268,3503,9278,400,740,2500,574,0,2728,1,1.16,1,0.73,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,offpeak,1686,3043,6737,236,797,1828,355,0,2473,1,0.96,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,peak,2399,5701,10502,456,1002,2372,268,0,3512,1,0.99,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,shoulder,1583,4529,10079,319,775,2839,490,0,2871,1,1.12,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,offpeak,1183,2333,4624,308,726,1617,235,0,3140,1,1.23,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,peak,1946,6591,10450,262,779,1868,286,0,2499,1,1.07,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,shoulder,2264,4613,8439,346,974,1562,519,0,4054,1,1.12,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,offpeak,1785,3609,4541,368,798,2202,352,0,2072,1,1.0,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,peak,1260,6133,10420,442,772,2332,413,0,3442,1,1.06,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,shoulder,1886,3513,5666,238,960,1890,263,0,4000,1,1.04,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,offpeak,1755,3189,6213,276,861,2193,292,0,2125,1,0.89,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,peak,1692,6420,13313,366,1242,2389,429,0,4049,1,1.2,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,shoulder,1041,3841,6225,216,731,2346,347,0,2196,1,1.25,1,0.73,1
Salem,Salem,11.66,78.16,Tier-Y,offpeak,1750,4895,7461,325,569,1354,422,0,2935,1,1.15,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,peak,2282,4358,16092,295,1418,2872,369,0,4563,1,1.11,1,0.73,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,shoulder,1866,3311,9746,410,1029,1849,310,0,2699,1,0.93,1,0.73,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,offpeak,950,2725,6068,363,885,1838,283,0,2205,1,1.03,1,0.71,1
Manali,Kullu,32.24,77.19,Tier-Z,peak,1582,7247,9352,329,634,1912,441,0,0,1,1.2,0,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,shoulder,1515,4949,7629,311,1085,1738,436,0,0,1,1.07,0,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,offpeak,825,2714,4203,276,438,1047,286,0,0,1,1.09,0,0.73,0
Munnar,Idukki,10.09,77.06,Tier-Z,peak,1408,4524,13977,325,867,1751,343,0,0,1,1.07,0,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,shoulder,1767,5860,10045,213,681,2031,374,0,0,1,1.14,0,0.73,0
Munnar,Idukki,10.09,77.06,Tier-Z,offpeak,1316,1529,3237,189,707,1182,281,0,0,1,1.08,0,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,peak,1553,4776,5907,336,733,2067,289,0,0,1,1.22,1,0.73,0
Puri,Puri,19.82,85.83,Tier-Z,shoulder,1410,3441,6196,215,708,2191,323,0,0,1,0.95,1,0.71,0
Puri,Puri,19.82,85.83,Tier-Z,offpeak,936,2445,4012,197,559,1089,202,0,0,1,1.12,1,0.73,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,peak,1418,2625,11300,229,670,1865,219,0,0,1,1.1,1,0.71,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,shoulder,1429,4614,8171,210,814,1224,375,0,0,1,1.24,1,0.73,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,offpeak,1226,1825,4159,292,611,1223,349,0,0,1,1.18,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,peak,1210,3696,8320,348,770,1902,216,0,0,1,1.04,1,0.73,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,shoulder,1718,3233,7586,331,870,2096,222,0,0,1,1.18,1,0.73,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,offpeak,952,1469,2987,169,654,920,280,0,0,1,1.25,1,0.72,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,peak,1807,5379,15666,325,891,2280,287,0,0,1,0.93,1,0.71,1
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,shoulder,1709,3659,5640,385,890,1803,262,0,2935,1,1.0,1,0.71,1
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,offpeak,555,1688,3426,238,685,1167,271,0,1507,1,1.04,1,0.72,1
Leh,Leh,34.1,77.35,Rural,peak,1136,2866,7982,301,605,1158,0,0,0,1,0.99,1,0.73,0
Leh,Leh,34.1,77.35,Rural,shoulder,1080,2298,7114,226,447,978,0,0,0,1,1.16,1,0.72,0
Leh,Leh,34.1,77.35,Rural,offpeak,440,1065,3052,169,558,1010,0,0,0,1,1.08,1,0.72,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,peak,595,1988,5224,182,582,1422,0,0,0,1,0.88,1,0.73,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,shoulder,614,1514,4301,243,309,1330,0,0,0,1,1.12,1,0.71,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,offpeak,889,2605,4160,212,540,1080,0,0,0,1,0.94,1,0.71,0
Hodka Village,Kutch,23.73,70.0,Rural,peak,1317,3230,5456,125,418,1754,0,0,0,1,1.1,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,shoulder,875,1948,4684,119,657,1012,0,0,0,1,1.21,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,offpeak,620,1359,2353,124,497,857,0,0,0,1,0.9,1,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,peak,1988,4074,8355,239,919,2121,225,0,0,1,0.86,1,0.72,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,shoulder,1643,4089,8474,331,645,2007,207,0,0,1,0.94,1,0.72,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,offpeak,1006,2346,4043,314,871,1642,192,0,0,1,1.09,1,0.72,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,peak,1503,8325,10757,426,1352,2083,242,0,0,1,1.01,0,0.72,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,shoulder,1175,6083,5707,411,680,1839,391,0,0,1,0.89,0,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,offpeak,1115,2459,3471,267,475,1503,289,0,0,1,1.07,0,0.71,0
Kohima,Kohima,25.67,94.11,Tier-Z,peak,1933,4837,12605,248,1023,1719,417,0,1917,1,0.92,1,0.73,1
Kohima,Kohima,25.67,94.11,Tier-Z,shoulder,1919,4178,9728,296,888,1583,233,0,2009,1,1.05,1,0.72,1
Kohima,Kohima,25.67,94.11,Tier-Z,offpeak,1320,2842,6813,320,915,1575,241,0,1487,1,0.97,1,0.72,1
Imphal,Imphal West,24.81,93.95,Tier-Z,peak,1857,4503,5325,263,778,2185,353,0,0,1,0.88,1,0.72,0
Imphal,Imphal West,24.81,93.95,Tier-Z,shoulder,1732,3895,6514,294,1056,1986,399,0,0,1,0.91,1,0.71,0
Imphal,Imphal West,24.81,93.95,Tier-Z,offpeak,755,2421,4212,325,872,1000,205,0,0,1,1.06,1,0.71,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,peak,1684,4246,7817,173,812,1977,434,0,0,1,0.98,1,0.72,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,shoulder,1868,2842,8608,336,986,2243,398,0,0,1,1.12,1,0.73,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,offpeak,835,2796,4565,182,734,1635,294,0,0,1,0.9,1,0.71,0
Agartala,West Tripura,23.83,91.28,Tier-Z,peak,1518,5177,8659,195,1085,2300,341,0,0,1,1.08,1,0.72,0
Agartala,West Tripura,23.83,91.28,Tier-Z,shoulder,1275,3775,7875,310,560,2007,267,0,0,1,1.24,1,0.72,0
Agartala,West Tripura,23.83,91.28,Tier-Z,offpeak,1448,2567,3721,191,937,1092,323,0,0,1,1.16,1,0.72,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,peak,2363,6571,14965,387,823,2537,297,0,0,1,0.94,1,0.72,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,shoulder,1078,4468,7532,173,513,1831,373,0,0,1,0.91,1,0.71,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,offpeak,678,2485,3306,203,626,1427,280,0,0,1,0.87,1,0.71,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,peak,1727,7205,10401,375,826,2492,437,0,0,1,0.97,1,0.72,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,shoulder,2102,4962,5219,346,521,1319,262,0,0,1,1.08,1,0.73,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,offpeak,971,3244,3184,130,896,1490,290,0,0,1,0.93,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,peak,2134,3943,7033,401,1134,1491,247,0,0,1,1.19,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,shoulder,1743,4792,5260,324,881,1756,266,0,0,1,0.96,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,offpeak,1501,3355,5373,215,533,1408,334,0,0,1,1.06,1,0.72,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,peak,813,3630,8713,146,407,1443,0,0,0,1,1.1,1,0.73,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,shoulder,1030,1607,5639,239,346,1461,0,0,0,1,1.05,1,0.73,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,offpeak,588,1356,2930,223,506,726,0,0,0,1,1.11,1,0.73,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,peak,1487,5700,6718,214,1056,1461,283,0,0,1,1.0,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,shoulder,888,2816,7057,243,1065,1268,307,0,0,1,0.9,1,0.73,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,offpeak,825,2064,5977,297,644,1283,290,0,0,1,1.19,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,peak,1830,5624,7618,325,610,2244,275,0,0,1,1.14,1,0.71,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,shoulder,1615,4655,8049,217,949,2502,268,0,0,1,0.94,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,offpeak,777,2707,4631,214,563,1932,274,0,0,1,1.22,1,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,peak,1744,5520,14892,409,1164,2588,446,0,0,1,1.1,1,0.73,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,shoulder,2234,4634,12002,294,739,1846,218,0,0,1,0.86,1,0.73,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,offpeak,1052,2340,4299,138,816,1284,227,0,0,1,1.23,1,0.71,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,peak,1950,6597,8546,372,855,2497,350,0,0,1,0.87,0,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,shoulder,2500,4660,8929,357,917,2074,335,0,0,1,0.9,0,0.71,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,offpeak,646,1692,3130,176,843,1144,287,0,0,1,1.22,0,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,peak,757,2915,5558,158,479,1318,0,0,0,1,0.98,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,shoulder,899,1860,4202,250,552,904,0,0,0,1,0.98,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,offpeak,533,1553,3400,209,547,665,0,0,0,1,1.11,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,peak,1032,3016,6214,146,479,1237,0,0,0,1,1.01,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,shoulder,780,3312,3859,201,564,1402,0,0,0,1,1.21,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,offpeak,767,1330,2781,222,492,1017,0,0,0,1,1.13,1,0.71,0
Perambalur,Perambalur,11.23,78.89,Rural,peak,654,2406,5780,151,541,1505,0,0,0,1,1.12,1,0.71,0
Perambalur,Perambalur,11.23,78.89,Rural,shoulder,1165,2298,6989,189,397,1307,0,0,0,1,0.9,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,offpeak,978,1350,3121,147,494,1462,0,0,0,1,1.09,1,0.73,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,peak,1283,4176,13385,354,748,1910,255,0,0,1,1.1,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,shoulder,1673,3573,5139,255,661,2387,215,0,0,1,1.2,1,0.71,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,offpeak,1307,1614,4097,182,921,1294,270,0,0,1,0.96,1,0.71,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,peak,1523,5245,10082,179,919,1888,265,0,0,1,0.88,1,0.72,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,shoulder,2053,2513,5593,239,857,2120,369,0,0,1,0.97,1,0.72,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,offpeak,1375,2528,6134,229,713,942,205,0,0,1,0.97,1,0.71,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,peak,2335,2994,15248,223,1128,2310,301,0,0,1,1.05,1,0.72,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,shoulder,1539,2992,4777,248,942,1898,410,0,0,1,0.95,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,offpeak,689,2560,5477,314,509,1041,340,0,0,1,1.15,1,0.72,0
Theni,Theni,10.0,77.48,Rural,peak,1218,4035,10701,149,774,1335,0,0,0,1,1.06,1,0.71,1
Theni,Theni,10.0,77.48,Rural,shoulder,958,3517,4649,152,764,957,0,0,0,1,1.23,1,0.71,1
Theni,Theni,10.0,77.48,Rural,offpeak,778,1477,3115,191,479,914,0,0,0,1,0.89,1,0.73,1
Delhi,New Delhi,28.61,77.23,Tier-X,peak,2013,6529,11191,516,1716,3463,364,0,5978,1,1.15,1,0.72,1
Delhi,New Delhi,28.61,77.23,Tier-X,shoulder,2523,6094,11207,501,1487,2369,351,0,5225,1,0.94,1,0.73,1
Delhi,New Delhi,28.61,77.23,Tier-X,offpeak,1415,3400,6231,318,817,2214,278,0,4111,1,1.21,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,peak,2057,6614,13794,443,1471,3564,401,0,6092,1,1.14,1,0.73,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,shoulder,1741,4995,16280,411,930,2436,644,0,4403,1,1.05,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,offpeak,1610,3561,8485,316,1076,2276,354,0,2772,1,1.07,1,0.73,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,peak,2019,7472,14121,474,1029,2759,575,0,6241,1,0.91,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,shoulder,2334,5971,20614,379,1224,2877,363,0,3379,1,1.18,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,offpeak,1655,4924,12163,294,1080,2070,583,0,3491,1,0.97,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,peak,2274,5810,17607,358,1075,2629,474,0,3571,1,0.96,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,shoulder,1989,7484,16365,428,1512,2722,557,0,3902,1,0.99,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,offpeak,1491,6083,9759,398,1132,2422,504,0,4156,1,1.14,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,peak,1794,6733,18398,362,1052,2571,613,0,3683,1,1.13,1,0.73,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,shoulder,1621,7733,13194,443,1106,2596,376,0,4782,1,1.0,1,0.73,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,offpeak,1430,3807,11691,428,1377,2363,291,0,3825,1,1.01,1,0.73,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,peak,1831,7923,13896,362,1373,3377,591,0,6447,1,1.1,1,0.71,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,shoulder,2398,5047,12145,380,1203,3396,347,0,4146,1,0.94,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,offpeak,1758,5582,8362,391,1063,2229,616,0,3312,1,1.21,1,0.73,1
Pune,Pune,18.52,73.85,Tier-X,peak,2689,8260,11304,410,1737,2805,558,0,5848,1,0.9,1,0.71,1
Pune,Pune,18.52,73.85,Tier-X,shoulder,1901,6596,16190,368,1185,2262,395,0,4685,1,1.08,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,offpeak,1432,3280,9957,479,655,2354,543,0,2743,1,0.98,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,peak,2264,5628,10812,369,1485,2102,599,0,5357,1,0.97,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,shoulder,2519,7115,12064,401,787,2699,611,0,3815,1,1.2,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,offpeak,1908,6952,10118,329,900,2517,492,0,4066,1,0.89,1,0.73,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,peak,1551,5908,8394,298,717,2159,521,0,0,1,0.9,1,0.73,0
Jaipur,Jaipur,26.92,75.82,Tier-Y,shoulder,1557,5692,10767,281,836,2174,323,0,0,1,1.25,1,0.73,0
Jaipur,Jaipur,26.92,75.82,Tier-Y,offpeak,1363,2599,6059,337,1014,1476,380,0,0,1,0.97,1,0.72,0
Agra,Agra,27.11,78.02,Tier-Y,peak,1590,4171,10503,375,1188,2793,374,0,5246,1,1.06,1,0.72,1
Agra,Agra,27.11,78.02,Tier-Y,shoulder,1982,6251,10749,413,1405,2738,438,0,3733,1,1.19,1,0.73,1
Agra,Agra,27.11,78.02,Tier-Y,offpeak,1023,2113,5849,272,726,1969,420,0,2282,1,1.11,1,0.73,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,peak,2576,4354,10117,349,807,3267,439,0,4718,1,0.92,1,0.73,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,shoulder,1969,5084,8184,234,1042,2136,285,0,3990,1,1.2,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,offpeak,830,3164,2878,252,826,1696,370,0,3046,1,1.1,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,peak,1824,4874,10773,333,1169,2659,475,0,0,1,1.23,1,0.72,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,shoulder,1779,3973,9510,255,1097,2622,322,0,0,1,1.11,1,0.71,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,offpeak,897,3219,4917,224,992,1252,237,0,0,1,0.95,1,0.73,0
Kochi,Ernakulam,9.96,76.25,Tier-Y,peak,2615,6601,13560,468,1011,2079,282,0,2935,1,1.11,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,shoulder,1988,3804,11251,313,704,2633,344,0,4211,1,1.14,1,0.73,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,offpeak,1469,3088,7196,220,544,1420,273,0,3443,1,1.01,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,peak,1995,4460,11158,330,1191,3410,522,0,3613,1,0.99,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,shoulder,1762,5853,12074,411,957,2760,462,0,3226,1,1.24,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,offpeak,1370,1964,6193,275,810,1892,286,0,2436,1,0.96,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,peak,1726,2950,7360,302,1150,2695,547,0,3660,1,1.08,1,0.73,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,shoulder,1485,2352,6284,233,1161,2279,363,0,3492,1,1.16,1,0.73,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,offpeak,1632,2096,3665,248,834,1649,237,0,3205,1,1.06,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,peak,1552,3740,9159,429,1005,2380,333,0,4796,1,1.08,1,0.71,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,shoulder,1221,4746,7835,387,713,2027,491,0,3849,1,1.06,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,offpeak,865,4110,5778,282,753,1754,314,0,2056,1,0.85,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,peak,2602,7930,13371,444,1085,1959,445,0,5340,1,1.21,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,shoulder,1785,3733,10575,405,1223,1996,365,0,3395,1,1.14,1,0.73,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,offpeak,1143,1607,3226,312,959,2169,276,0,2099,1,1.09,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,peak,1770,3476,9941,407,835,1899,529,0,3048,1,1.16,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,shoulder,1857,4989,7361,303,800,2419,506,0,2940,1,1.08,1,0.71,1
Erode,Erode,11.34,77.72,Tier-Y,offpeak,1506,4378,6953,308,755,1559,463,0,2565,1,0.92,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,peak,1984,4772,10920,397,1149,2954,561,0,4112,1,1.16,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,shoulder,1147,5025,7860,341,697,1814,282,0,3852,1,0.97,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,offpeak,1441,3035,7004,254,892,2387,388,0,3262,1,1.14,1,0.73,1
Patna,Patna,25.59,85.13,Tier-Y,peak,1343,3077,11681,393,852,2581,435,0,4757,1,0.87,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,shoulder,2109,3936,10100,337,1227,1892,532,0,3835,1,1.15,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,offpeak,1182,2993,4040,233,986,1989,442,0,2128,1,0.96,1,0.72,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,peak,2403,6278,10318,367,868,2140,502,0,0,1,1.01,1,0.73,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,shoulder,1339,5494,10643,402,1315,1849,328,0,0,1,0.88,1,0.71,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,offpeak,1116,2483,8384,231,1262,1835,363,0,0,1,1.07,1,0.73,0
Rajkot,Rajkot,22.3,70.79,Tier-Y,peak,1799,4772,12393,270,805,2117,361,0,3705,1,0.93,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,shoulder,1330,5635,8651,237,602,2802,322,0,3420,1,1.0,1,0.71,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,offpeak,1734,4413,7711,331,721,1988,444,0,2365,1,1.04,1,0.71,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,peak,2454,6957,9972,447,1195,2135,516,0,5145,1,1.01,1,0.71,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,shoulder,2205,4895,6355,337,980,2540,284,0,3756,1,1.16,1,0.72,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,offpeak,1590,2112,5833,360,652,1215,343,0,3145,1,0.99,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,peak,2784,5670,7572,454,669,2770,556,0,3391,1,0.85,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,shoulder,1771,3798,12282,283,645,1915,499,0,3175,1,0.89,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,offpeak,796,3255,5100,313,825,2041,322,0,2051,1,0.91,1,0.71,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,peak,1197,5369,7131,334,940,2583,536,0,5192,1,1.08,1,0.73,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,shoulder,1400,3955,8732,227,1029,2116,411,0,3145,1,0.9,1,0.71,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,offpeak,1498,2125,5628,247,728,1944,407,0,2279,1,1.12,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,peak,1593,3553,8371,407,1302,2806,399,0,3484,1,0.95,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,shoulder,1824,3239,10175,347,712,1689,370,0,3765,1,1.06,1,0.72,1
